D_PROVINCIA;D_MUNICIPIO;D_ESTACION;F_FECHA;D_HORA;'PM10';'PM25';'NO2';'O3';'SO2'
CORDOBA                                                                                                                                                                                                                                                   ;VILLAHARTA                                                                                                                                                                                                                                                ;VILLAHARTA                                                                                                                                                                                                                                                ;2023/02/03 00:00:00.000000000;13:00                                                                                                                                                                                                                                                     ;;8.877;3.0;;4.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;ASOMADILLA                                                                                                                                                                                                                                                ;2023/02/03 00:00:00.000000000;14:00                                                                                                                                                                                                                                                     ;34.199;;13.0;36.375;3.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;AVDA. AL-NASIR                                                                                                                                                                                                                                            ;2023/02/03 00:00:00.000000000;14:00                                                                                                                                                                                                                                                     ;51.435;;110.0;;7.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;LEPANTO                                                                                                                                                                                                                                                   ;2023/02/03 00:00:00.000000000;14:00                                                                                                                                                                                                                                                     ;40.14;26.014;16.0;28.125;4.0
CORDOBA                                                                                                                                                                                                                                                   ;ESPIEL                                                                                                                                                                                                                                                    ;POBLADO                                                                                                                                                                                                                                                   ;2023/02/03 00:00:00.000000000;14:00                                                                                                                                                                                                                                                     ;;;2.0;;5.0
CORDOBA                                                                                                                                                                                                                                                   ;OBEJO                                                                                                                                                                                                                                                     ;OBEJO                                                                                                                                                                                                                                                     ;2023/02/03 00:00:00.000000000;14:00                                                                                                                                                                                                                                                     ;;;;;
CORDOBA                                                                                                                                                                                                                                                   ;VILLAHARTA                                                                                                                                                                                                                                                ;VILLAHARTA                                                                                                                                                                                                                                                ;2023/02/03 00:00:00.000000000;14:00                                                                                                                                                                                                                                                     ;;8.8;2.0;;2.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;ASOMADILLA                                                                                                                                                                                                                                                ;2023/02/03 00:00:00.000000000;15:00                                                                                                                                                                                                                                                     ;33.699;;18.0;41.25;3.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;AVDA. AL-NASIR                                                                                                                                                                                                                                            ;2023/02/03 00:00:00.000000000;15:00                                                                                                                                                                                                                                                     ;51.435;;110.0;;7.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;LEPANTO                                                                                                                                                                                                                                                   ;2023/02/03 00:00:00.000000000;15:00                                                                                                                                                                                                                                                     ;40.005;25.882;15.0;35.125;3.0
CORDOBA                                                                                                                                                                                                                                                   ;ESPIEL                                                                                                                                                                                                                                                    ;POBLADO                                                                                                                                                                                                                                                   ;2023/02/03 00:00:00.000000000;15:00                                                                                                                                                                                                                                                     ;;;2.0;;5.0
CORDOBA                                                                                                                                                                                                                                                   ;OBEJO                                                                                                                                                                                                                                                     ;OBEJO                                                                                                                                                                                                                                                     ;2023/02/03 00:00:00.000000000;15:00                                                                                                                                                                                                                                                     ;;;;;
CORDOBA                                                                                                                                                                                                                                                   ;VILLAHARTA                                                                                                                                                                                                                                                ;VILLAHARTA                                                                                                                                                                                                                                                ;2023/02/03 00:00:00.000000000;15:00                                                                                                                                                                                                                                                     ;;8.723;1.0;;5.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;ASOMADILLA                                                                                                                                                                                                                                                ;2023/02/03 00:00:00.000000000;16:00                                                                                                                                                                                                                                                     ;33.018;;14.0;48.5;3.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;AVDA. AL-NASIR                                                                                                                                                                                                                                            ;2023/02/03 00:00:00.000000000;16:00                                                                                                                                                                                                                                                     ;51.48;;112.0;;7.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;LEPANTO                                                                                                                                                                                                                                                   ;2023/02/03 00:00:00.000000000;16:00                                                                                                                                                                                                                                                     ;39.87;25.661;16.0;43.625;3.0
CORDOBA                                                                                                                                                                                                                                                   ;ESPIEL                                                                                                                                                                                                                                                    ;POBLADO                                                                                                                                                                                                                                                   ;2023/02/03 00:00:00.000000000;16:00                                                                                                                                                                                                                                                     ;;;3.0;;5.0
CORDOBA                                                                                                                                                                                                                                                   ;OBEJO                                                                                                                                                                                                                                                     ;OBEJO                                                                                                                                                                                                                                                     ;2023/02/03 00:00:00.000000000;16:00                                                                                                                                                                                                                                                     ;;;;;
CORDOBA                                                                                                                                                                                                                                                   ;VILLAHARTA                                                                                                                                                                                                                                                ;VILLAHARTA                                                                                                                                                                                                                                                ;2023/02/03 00:00:00.000000000;16:00                                                                                                                                                                                                                                                     ;;8.609;1.0;;2.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;ASOMADILLA                                                                                                                                                                                                                                                ;2023/02/03 00:00:00.000000000;17:00                                                                                                                                                                                                                                                     ;32.2;;19.0;55.75;3.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;AVDA. AL-NASIR                                                                                                                                                                                                                                            ;2023/02/03 00:00:00.000000000;17:00                                                                                                                                                                                                                                                     ;51.3;;106.0;;7.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;LEPANTO                                                                                                                                                                                                                                                   ;2023/02/03 00:00:00.000000000;17:00                                                                                                                                                                                                                                                     ;39.51;25.352;18.0;52.625;3.0
CORDOBA                                                                                                                                                                                                                                                   ;ESPIEL                                                                                                                                                                                                                                                    ;POBLADO                                                                                                                                                                                                                                                   ;2023/02/03 00:00:00.000000000;17:00                                                                                                                                                                                                                                                     ;;;3.0;;5.0
CORDOBA                                                                                                                                                                                                                                                   ;OBEJO                                                                                                                                                                                                                                                     ;OBEJO                                                                                                                                                                                                                                                     ;2023/02/03 00:00:00.000000000;17:00                                                                                                                                                                                                                                                     ;;;;;
