D_PROVINCIA;D_MUNICIPIO;D_ESTACION;F_FECHA;D_HORA;'PM10';'PM25';'NO2';'O3';'SO2'
ALMERIA                                                                                                                                                                                                                                                   ;BENAHADUX                                                                                                                                                                                                                                                 ;BENAHADUX                                                                                                                                                                                                                                                 ;2023/01/01 00:00:00.000000000;03:00                                                                                                                                                                                                                                                     ;;;23.0;12.625;1.0
ALMERIA                                                                                                                                                                                                                                                   ;CARBONERAS                                                                                                                                                                                                                                                ;PZA. DEL CASTILLO                                                                                                                                                                                                                                         ;2023/01/01 00:00:00.000000000;03:00                                                                                                                                                                                                                                                     ;35.805;;6.0;;6.0
ALMERIA                                                                                                                                                                                                                                                   ;CUEVAS DEL ALMANZORA                                                                                                                                                                                                                                      ;PALOMARES                                                                                                                                                                                                                                                 ;2023/01/01 00:00:00.000000000;03:00                                                                                                                                                                                                                                                     ;;;8.0;;2.0
ALMERIA                                                                                                                                                                                                                                                   ;EJIDO, EL                                                                                                                                                                                                                                                 ;EL EJIDO                                                                                                                                                                                                                                                  ;2023/01/01 00:00:00.000000000;03:00                                                                                                                                                                                                                                                     ;53.917;;42.0;2.375;4.0
ALMERIA                                                                                                                                                                                                                                                   ;NÍJAR                                                                                                                                                                                                                                                     ;LA GRANATILLA                                                                                                                                                                                                                                             ;2023/01/01 00:00:00.000000000;03:00                                                                                                                                                                                                                                                     ;;;6.0;9.5;2.0
ALMERIA                                                                                                                                                                                                                                                   ;NÍJAR                                                                                                                                                                                                                                                     ;LA JOYA                                                                                                                                                                                                                                                   ;2023/01/01 00:00:00.000000000;03:00                                                                                                                                                                                                                                                     ;;;3.0;22.125;2.0
ALMERIA                                                                                                                                                                                                                                                   ;NÍJAR                                                                                                                                                                                                                                                     ;RODALQUILAR                                                                                                                                                                                                                                               ;2023/01/01 00:00:00.000000000;03:00                                                                                                                                                                                                                                                     ;;;10.0;32.75;3.0
ALMERIA                                                                                                                                                                                                                                                   ;ALMERÍA                                                                                                                                                                                                                                                   ;EL BOTICARIO                                                                                                                                                                                                                                              ;2023/01/01 00:00:00.000000000;04:00                                                                                                                                                                                                                                                     ;;;5.0;29.375;3.0
ALMERIA                                                                                                                                                                                                                                                   ;ALMERÍA                                                                                                                                                                                                                                                   ;MEDITERRÁNEO                                                                                                                                                                                                                                              ;2023/01/01 00:00:00.000000000;04:00                                                                                                                                                                                                                                                     ;44.337;19.98;32.0;6.0;
ALMERIA                                                                                                                                                                                                                                                   ;BÉDAR                                                                                                                                                                                                                                                     ;BÉDAR                                                                                                                                                                                                                                                     ;2023/01/01 00:00:00.000000000;04:00                                                                                                                                                                                                                                                     ;29.651;;3.0;68.375;4.0
